Nouvelle acquisition du 22/11/2018 19:29:20
Date;Montée (s);Palier (s);Temp (°C);Negative_Reference_Load_Limit;Positive_Reference_Load_Limit;Load;JT1A;JT2A;JT1B;NA
11:5:23:86;0;3600;-55;-0,00;0,00;0,00;5003,89114;4997,04214;5007,33184;5002,25915;
11:5:24:103;0;3600;-55;-0,00;0,00;0,00;5003,90097;4997,04803;5007,33196;5002,26224;
11:5:25:121;0;3600;-55;-0,00;0,00;0,00;5003,89489;4997,03708;5007,34003;5002,2589;
11:5:26:125;0;3600;-55;-0,00;0,00;0,00;5003,89444;4997,04773;5007,33897;5002,25411;
11:5:27:157;0;3600;-55;-0,00;0,00;0,00;5003,89814;4997,05385;5007,33467;5002,25706;
11:5:28:163;0;3600;-55;-0,00;0,00;0,00;5003,88756;4997,04893;5007,33364;5002,25738;
11:5:29:166;0;3600;-55;-0,00;0,00;0,00;5003,89476;4997,05075;5007,33726;5002,25827;
11:5:30:176;0;3600;-55;-0,00;0,00;0,00;5003,89905;4997,0402;5007,33564;5002,25693;
11:5:31:194;0;3600;-55;-0,00;0,00;0,00;5003,90143;4997,04233;5007,3306;5002,25049;
11:5:32:195;0;3600;-55;-0,00;0,00;0,00;5003,89784;4997,03865;5007,33031;5002,25335;
11:5:33:211;0;3600;-55;-0,00;0,00;0,00;5003,90018;4997,03665;5007,32786;5002,25085;
11:5:34:244;0;3600;-55;-0,00;0,00;0,00;5003,89017;4997,04502;5007,32839;5002,24901;
11:5:35:246;0;3600;-55;-0,00;0,00;0,00;5003,89549;4997,04889;5007,32965;5002,25493;
11:5:36:281;0;3600;-55;-0,00;0,00;0,00;5003,89623;4997,03846;5007,31861;5002,25183;
11:5:37:266;0;3600;-55;-0,00;0,00;0,00;5003,89585;4997,05091;5007,32639;5002,25148;
11:5:38:301;0;3600;-55;-0,00;0,00;0,00;5003,9012;4997,05125;5007,32741;5002,25894;
11:5:39:299;0;3600;-55;-0,00;0,00;0,00;5003,8925;4997,04968;5007,32759;5002,25915;
11:5:40:332;0;3600;-55;-0,00;0,00;0,00;5003,88899;4997,05216;5007,32974;5002,2575;
11:5:41:334;0;3600;-55;-0,00;0,00;0,00;5003,88903;4997,04245;5007,33553;5002,25814;
11:5:42:351;0;3600;-55;-0,00;0,00;0,00;5003,8937;4997,0358;5007,32713;5002,24588;
11:5:43:352;0;3600;-55;-0,00;0,00;0,00;5003,88718;4997,0519;5007,3303;5002,25815;
11:5:44:354;0;3600;-55;-0,00;0,00;0,00;5003,88367;4997,04763;5007,32915;5002,26498;
11:5:45:404;0;3600;-55;-0,00;0,00;0,00;5003,90136;4997,03869;5007,32026;5002,25548;
11:5:46:411;0;3600;-55;-0,00;0,00;0,00;5003,8873;4997,05291;5007,32998;5002,25392;
11:5:47:407;0;3600;-55;-0,00;0,00;0,00;5003,89967;4997,04757;5007,33344;5002,25572;
11:5:48:439;0;3600;-55;-0,00;0,00;0,00;5003,89402;4997,0557;5007,32668;5002,25513;
11:5:49:440;0;3600;-55;-0,00;0,00;0,00;5003,89244;4997,04708;5007,32773;5002,25697;
11:5:50:457;0;3600;-55;-0,00;0,00;0,00;5003,8917;4997,05235;5007,33238;5002,25613;
11:5:51:474;0;3600;-55;-0,00;0,00;0,00;5003,89651;4997,04421;5007,3336;5002,25723;
11:5:52:479;0;3600;-55;-0,00;0,00;0,00;5003,88938;4997,05119;5007,32835;5002,26689;
11:5:53:496;0;3600;-55;-0,00;0,00;0,00;5003,88787;4997,04178;5007,33766;5002,26181;
11:5:54:527;0;3600;-55;-0,00;0,00;0,00;5003,89782;4997,04967;5007,33405;5002,26204;
11:5:55:545;0;3600;-55;-0,00;0,00;0,00;5003,8935;4997,03902;5007,33116;5002,26215;
11:5:56:546;0;3600;-55;-0,00;0,00;0,00;5003,88723;4997,04072;5007,33088;5002,25939;
11:5:57:531;0;3600;-55;-0,00;0,00;0,00;5003,89056;4997,049;5007,33486;5002,2594;
11:5:58:547;0;3600;-55;-0,00;0,00;0,00;5003,88868;4997,04199;5007,33671;5002,26072;
11:5:59:565;0;3600;-55;-0,00;0,00;0,00;5003,90213;4997,03859;5007,33447;5002,25316;
11:6:0:619;0;3600;-55;-0,00;0,00;0,00;5003,88361;4997,0431;5007,33764;5002,25867;
11:6:1:624;0;3600;-55;-0,00;0,00;0,00;5003,89102;4997,03943;5007,33528;5002,25537;
11:6:2:622;0;3600;-55;-0,00;0,00;0,00;5003,89544;4997,04153;5007,33745;5002,25835;
11:6:3:650;0;3600;-55;-0,00;0,00;0,00;5003,89366;4997,04258;5007,33549;5002,26058;
11:6:4:653;0;3600;-55;-0,00;0,00;0,00;5003,88978;4997,03735;5007,33252;5002,25798;
11:6:5:670;0;3600;-55;-0,00;0,00;0,00;5003,90125;4997,0393;5007,33702;5002,25127;
11:6:6:671;0;3600;-55;-0,00;0,00;0,00;5003,90187;4997,04444;5007,34343;5002,2551;
11:6:7:705;0;3600;-55;-0,00;0,00;0,00;5003,90129;4997,05068;5007,34077;5002,25457;
11:6:8:707;0;3600;-55;-0,00;0,00;0,00;5003,90235;4997,03269;5007,33375;5002,2596;
11:6:9:707;0;3600;-55;-0,00;0,00;0,00;5003,89281;4997,04011;5007,32883;5002,2505;
11:6:10:756;0;3600;-55;-0,00;0,00;0,00;5003,89396;4997,03961;5007,33192;5002,26192;
11:6:11:725;0;3600;-55;-0,00;0,00;0,00;5003,89402;4997,04807;5007,33104;5002,25322;
11:6:12:742;0;3600;-55;-0,00;0,00;0,00;5003,90404;4997,04599;5007,33361;5002,25455;
11:6:13:775;0;3600;-55;-0,00;0,00;0,00;5003,89551;4997,04879;5007,33209;5002,25851;
11:6:14:808;0;3600;-55;-0,00;0,00;0,00;5003,89929;4997,0334;5007,32606;5002,2622;
11:6:15:810;0;3600;-55;-0,00;0,00;0,00;5003,89075;4997,05193;5007,33158;5002,2587;
11:6:16:826;0;3600;-55;-0,00;0,00;0,00;5003,89511;4997,03478;5007,33015;5002,26119;
11:6:17:827;0;3600;-55;-0,00;0,00;0,00;5003,88936;4997,04859;5007,33332;5002,2527;
11:6:18:846;0;3600;-55;-0,00;0,00;0,00;5003,89285;4997,04745;5007,33635;5002,25095;
11:6:19:848;0;3600;-55;-0,00;0,00;0,00;5003,89719;4997,04889;5007,33809;5002,25393;
11:6:20:848;0;3600;-55;-0,00;0,00;0,00;5003,89407;4997,04523;5007,34055;5002,25728;
11:6:21:897;0;3600;-55;-0,00;0,00;0,00;5003,89336;4997,03002;5007,33609;5002,25672;
11:6:22:914;0;3600;-55;-0,00;0,00;0,00;5003,88839;4997,04014;5007,33599;5002,26253;
11:6:23:916;0;3600;-55;-0,00;0,00;0,00;5003,89747;4997,05456;5007,33221;5002,26395;
11:6:24:917;0;3600;-55;-0,00;0,00;0,00;5003,89518;4997,03917;5007,33496;5002,26195;
11:6:25:935;0;3600;-55;-0,00;0,00;0,00;5003,89784;4997,04641;5007,33947;5002,25717;
11:6:26:935;0;3600;-55;-0,00;0,00;0,00;5003,90432;4997,05068;5007,34302;5002,2629;
11:6:27:952;0;3600;-55;-0,00;0,00;0,00;5003,90181;4997,05325;5007,34223;5002,25789;
11:6:28:985;0;3600;-55;-0,00;0,00;0,00;5003,90368;4997,04069;5007,34068;5002,25676;
11:6:30:4;0;3600;-55;-0,00;0,00;0,00;5003,89536;4997,05466;5007,34319;5002,25451;
11:6:31:3;0;3600;-55;-0,00;0,00;0,00;5003,90488;4997,05068;5007,34282;5002,26053;
11:6:32:24;0;3600;-55;-0,00;0,00;0,00;5003,90644;4997,04566;5007,33911;5002,26154;
11:6:33:54;0;3600;-55;-0,00;0,00;0,00;5003,90513;4997,04454;5007,33419;5002,26091;
11:6:34:54;0;3600;-55;-0,00;0,00;0,00;5003,89566;4997,05796;5007,33371;5002,26197;
11:6:35:105;0;3600;-55;-0,00;0,00;0,00;5003,9045;4997,05791;5007,33658;5002,26076;
11:6:36:93;0;3600;-55;-0,00;0,00;0,00;5003,88835;4997,04571;5007,33599;5002,2571;
11:6:37:94;0;3600;-55;-0,00;0,00;0,00;5003,90918;4997,03877;5007,33008;5002,25824;
11:6:38:93;0;3600;-55;-0,00;0,00;0,00;5003,91234;4997,0414;5007,33896;5002,25485;
11:6:39:128;0;3600;-55;-0,00;0,00;0,00;5003,90885;4997,04067;5007,33517;5002,25671;
11:6:40:97;0;3600;-55;-0,00;0,00;0,00;5003,909;4997,04541;5007,3329;5002,25374;
11:6:41:130;0;3600;-55;-0,00;0,00;0,00;5003,90361;4997,04063;5007,34006;5002,25207;
11:6:42:161;0;3600;-55;-0,00;0,00;0,00;5003,89665;4997,03694;5007,34059;5002,25217;
11:6:43:178;0;3600;-55;-0,00;0,00;0,00;5003,89841;4997,04492;5007,34223;5002,24677;
11:6:44:196;0;3600;-55;-0,00;0,00;0,00;5003,89111;4997,04843;5007,34468;5002,25539;
11:6:45:198;0;3600;-55;-0,00;0,00;0,00;5003,89634;4997,0533;5007,33895;5002,25173;
11:6:46:215;0;3600;-55;-0,00;0,00;0,00;5003,90076;4997,05205;5007,33834;5002,24879;
11:6:47:218;0;3600;-55;-0,00;0,00;0,00;5003,89993;4997,04653;5007,33741;5002,25278;
11:6:48:265;0;3600;-55;-0,00;0,00;0,00;5003,90474;4997,04638;5007,34037;5002,25489;
11:6:49:269;0;3600;-55;-0,00;0,00;0,00;5003,89605;4997,04996;5007,34506;5002,25888;
11:6:50:303;0;3600;-55;-0,00;0,00;0,00;5003,88762;4997,05123;5007,3388;5002,26564;
11:6:51:286;0;3600;-55;-0,00;0,00;0,00;5003,89426;4997,0452;5007,34217;5002,26525;
11:6:52:319;0;3600;-55;-0,00;0,00;0,00;5003,89836;4997,04946;5007,33994;5002,26627;
11:6:53:323;0;3600;-55;-0,00;0,00;0,00;5003,90219;4997,04061;5007,33699;5002,26595;
11:6:54:340;0;3600;-55;-0,00;0,00;0,00;5003,89073;4997,03551;5007,3418;5002,26303;
11:6:55:356;0;3600;-55;-0,00;0,00;0,00;5003,89116;4997,03335;5007,33546;5002,26081;
11:6:56:357;0;3600;-55;-0,00;0,00;0,00;5003,89416;4997,0444;5007,33208;5002,26164;
11:6:57:375;0;3600;-55;-0,00;0,00;0,00;5003,90295;4997,0455;5007,33341;5002,2605;
11:6:58:392;0;3600;-55;-0,00;0,00;0,00;5003,89606;4997,0448;5007,33319;5002,26062;
11:6:59:409;0;3600;-55;-0,00;0,00;0,00;5003,89644;4997,03927;5007,32956;5002,26193;
11:7:0:410;0;3600;-55;-0,00;0,00;0,00;5003,90067;4997,04122;5007,33469;5002,25437;
11:7:1:427;0;3600;-55;-0,00;0,00;0,00;5003,90317;4997,04454;5007,33911;5002,25663;
11:7:2:460;0;3600;-55;-0,00;0,00;0,00;5003,90291;4997,03586;5007,33696;5002,25219;
11:7:3:461;0;3600;-55;-0,00;0,00;0,00;5003,90552;4997,04168;5007,33154;5002,25143;
11:7:4:478;0;3600;-55;-0,00;0,00;0,00;5003,90127;4997,04923;5007,32907;5002,25081;
11:7:5:496;0;3600;-55;-0,00;0,00;0,00;5003,89812;4997,055;5007,33777;5002,24764;
11:7:6:497;0;3600;-55;-0,00;0,00;0,00;5003,8996;4997,03924;5007,33426;5002,25102;
11:7:7:530;0;3600;-55;-0,00;0,00;0,00;5003,8943;4997,05212;5007,33804;5002,25162;
11:7:8:532;0;3600;-55;-0,00;0,00;0,00;5003,89162;4997,05038;5007,33711;5002,25417;
11:7:9:532;0;3600;-55;-0,00;0,00;0,00;5003,89162;4997,03819;5007,34121;5002,25355;
11:7:10:582;0;3600;-55;-0,00;0,00;0,00;5003,89878;4997,04005;5007,33734;5002,25948;
11:7:11:582;0;3600;-55;-0,00;0,00;0,00;5003,90186;4997,0408;5007,34001;5002,26477;
11:7:12:601;0;3600;-55;-0,00;0,00;0,00;5003,88113;4997,03365;5007,3352;5002,26386;
11:7:13:617;0;3600;-55;-0,00;0,00;0,00;5003,89861;4997,0264;5007,33745;5002,25279;
11:7:14:621;0;3600;-55;-0,00;0,00;0,00;5003,89485;4997,04086;5007,33385;5002,26485;
11:7:15:686;0;3600;-55;-0,00;0,00;0,00;5003,89329;4997,03535;5007,33262;5002,258;
11:7:16:637;0;3600;-55;-0,00;0,00;0,00;5003,8964;4997,03348;5007,33806;5002,25636;
11:7:17:655;0;3600;-55;-0,00;0,00;0,00;5003,89457;4997,03378;5007,33724;5002,25374;
11:7:18:673;0;3600;-55;-0,00;0,00;0,00;5003,89875;4997,04466;5007,32899;5002,25253;
11:7:19:674;0;3600;-55;-0,00;0,00;0,00;5003,88769;4997,05444;5007,33043;5002,25518;
11:7:20:706;0;3600;-55;-0,00;0,00;0,00;5003,89902;4997,05586;5007,32686;5002,25427;
11:7:21:725;0;3600;-55;-0,00;0,00;0,00;5003,90628;4997,04157;5007,32625;5002,26487;
11:7:22:741;0;3600;-55;-0,00;0,00;0,00;5003,90271;4997,04346;5007,33398;5002,26127;
11:7:23:759;0;3600;-55;-0,00;0,00;0,00;5003,9016;4997,03982;5007,32935;5002,26352;
11:7:24:760;0;3600;-55;-0,00;0,00;0,00;5003,89224;4997,04985;5007,33292;5002,26761;
11:7:25:793;0;3600;-55;-0,00;0,00;0,00;5003,89656;4997,04547;5007,33617;5002,25913;
11:7:26:826;0;3600;-55;-0,00;0,00;0,00;5003,88676;4997,0378;5007,33201;5002,25464;
11:7:27:827;0;3600;-55;-0,00;0,00;0,00;5003,88913;4997,03812;5007,3359;5002,25222;
11:7:28:812;0;3600;-55;-0,00;0,00;0,00;5003,89695;4997,04714;5007,34384;5002,25548;
11:7:29:832;0;3600;-55;-0,00;0,00;0,00;5003,88399;4997,03499;5007,34457;5002,25469;
11:7:30:847;0;3600;-55;-0,00;0,00;0,00;5003,89717;4997,04889;5007,34013;5002,25967;
11:7:31:881;0;3600;-55;-0,00;0,00;0,00;5003,89464;4997,04114;5007,33911;5002,25385;
11:7:32:882;0;3600;-55;-0,00;0,00;0,00;5003,89234;4997,05282;5007,33524;5002,25926;
11:7:33:898;0;3600;-55;-0,00;0,00;0,00;5003,88744;4997,05013;5007,33679;5002,26123;
11:7:34:900;0;3600;-55;-0,00;0,00;0,00;5003,89143;4997,04597;5007,3324;5002,25632;
11:7:35:933;0;3600;-55;-0,00;0,00;0,00;5003,89187;4997,04012;5007,33401;5002,2636;
11:7:36:936;0;3600;-55;-0,00;0,00;0,00;5003,88926;4997,04563;5007,33695;5002,25591;
11:7:37:938;0;3600;-55;-0,00;0,00;0,00;5003,90253;4997,03311;5007,33192;5002,26192;
11:7:38:969;0;3600;-55;-0,00;0,00;0,00;5003,89926;4997,0376;5007,33929;5002,25672;
11:7:40:3;0;3600;-55;-0,00;0,00;0,00;5003,89988;4997,0431;5007,34025;5002,25374;
11:7:40:972;0;3600;-55;-0,00;0,00;0,00;5003,8858;4997,03513;5007,33702;5002,25616;
11:7:42:22;0;3600;-55;-0,00;0,00;0,00;5003,89164;4997,04121;5007,33704;5002,2617;
11:7:42:990;0;3600;-55;-0,00;0,00;0,00;5003,8989;4997,04271;5007,33543;5002,25536;
11:7:44:41;0;3600;-55;-0,00;0,00;0,00;5003,8906;4997,03966;5007,33346;5002,25842;
11:7:45:58;0;3600;-55;-0,00;0,00;0,00;5003,89063;4997,03881;5007,33558;5002,26273;
11:7:46:74;0;3600;-55;-0,00;0,00;0,00;5003,88993;4997,05435;5007,33887;5002,25361;
11:7:47:76;0;3600;-55;-0,00;0,00;0,00;5003,90119;4997,04081;5007,3315;5002,25995;
11:7:48:108;0;3600;-55;-0,00;0,00;0,00;5003,90939;4997,02917;5007,3367;5002,25709;
11:7:49:78;0;3600;-55;-0,00;0,00;0,00;5003,90481;4997,04518;5007,33792;5002,25956;
11:7:50:112;0;3600;-55;-0,00;0,00;0,00;5003,907;4997,03881;5007,34509;5002,25568;
11:7:51:114;0;3600;-55;-0,00;0,00;0,00;5003,89596;4997,04539;5007,34336;5002,25434;
11:7:52:163;0;3600;-55;-0,00;0,00;0,00;5003,88623;4997,04857;5007,34274;5002,25651;
11:7:53:194;0;3600;-55;-0,00;0,00;0,00;5003,89439;4997,04463;5007,33355;5002,25679;
11:7:54:164;0;3600;-55;-0,00;0,00;0,00;5003,88965;4997,03803;5007,33203;5002,25728;
11:7:55:198;0;3600;-55;-0,00;0,00;0,00;5003,89241;4997,04493;5007,33745;5002,25235;
11:7:56:204;0;3600;-55;-0,00;0,00;0,00;5003,88787;4997,04361;5007,33355;5002,25565;
11:7:57:186;0;3600;-55;-0,00;0,00;0,00;5003,90074;4997,04556;5007,33703;5002,25758;
11:7:58:234;0;3600;-55;-0,00;0,00;0,00;5003,9011;4997,04683;5007,34611;5002,25684;
11:7:59:207;0;3600;-55;-0,00;0,00;0,00;5003,90251;4997,04945;5007,33844;5002,25817;
11:8:0:269;0;3600;-55;-0,00;0,00;0,00;5003,90369;4997,05341;5007,33713;5002,26774;
11:8:1:255;0;3600;-55;-0,00;0,00;0,00;5003,90111;4997,0467;5007,32761;5002,25611;
11:8:2:288;0;3600;-55;-0,00;0,00;0,00;5003,89869;4997,05004;5007,32436;5002,26351;
11:8:3:287;0;3600;-55;-0,00;0,00;0,00;5003,89311;4997,04811;5007,32436;5002,25658;
11:8:4:321;0;3600;-55;-0,00;0,00;0,00;5003,89647;4997,05516;5007,32885;5002,24871;
11:8:5:355;0;3600;-55;-0,00;0,00;0,00;5003,89045;4997,04735;5007,33312;5002,26189;
11:8:6:341;0;3600;-55;-0,00;0,00;0,00;5003,89467;4997,03571;5007,33926;5002,26639;
11:8:7:374;0;3600;-55;-0,00;0,00;0,00;5003,89117;4997,02845;5007,33168;5002,26055;
11:8:8:374;0;3600;-55;-0,00;0,00;0,00;5003,90018;4997,04944;5007,33581;5002,26189;
11:8:9:361;0;3600;-55;-0,00;0,00;0,00;5003,9136;4997,0393;5007,33203;5002,25975;
11:8:10:425;0;3600;-55;-0,00;0,00;0,00;5003,89923;4997,05007;5007,33323;5002,2568;
11:8:11:425;0;3600;-55;-0,00;0,00;0,00;5003,89405;4997,04878;5007,33018;5002,25856;
11:8:12:444;0;3600;-55;-0,00;0,00;0,00;5003,90605;4997,0466;5007,33967;5002,26439;
11:8:13:461;0;3600;-55;-0,00;0,00;0,00;5003,89415;4997,04387;5007,33823;5002,26369;
11:8:14:477;0;3600;-55;-0,00;0,00;0,00;5003,89366;4997,05131;5007,33914;5002,25126;
11:8:15:496;0;3600;-55;-0,00;0,00;0,00;5003,89356;4997,04207;5007,3333;5002,2564;
11:8:16:481;0;3600;-55;-0,00;0,00;0,00;5003,88933;4997,04363;5007,34161;5002,25396;
11:8:17:514;0;3600;-55;-0,00;0,00;0,00;5003,89197;4997,03603;5007,32961;5002,25863;
11:8:18:531;0;3600;-55;-0,00;0,00;0,00;5003,89658;4997,03369;5007,33363;5002,257;
11:8:19:570;0;3600;-55;-0,00;0,00;0,00;5003,88477;4997,03898;5007,32916;5002,24991;
11:8:20:556;0;3600;-55;-0,00;0,00;0,00;5003,89032;4997,03959;5007,33519;5002,25668;
11:8:21:566;0;3600;-55;-0,00;0,00;0,00;5003,91174;4997,04492;5007,33073;5002,2575;
11:8:22:583;0;3600;-55;-0,00;0,00;0,00;5003,89175;4997,04635;5007,34417;5002,25168;
11:8:23:601;0;3600;-55;-0,00;0,00;0,00;5003,90594;4997,05295;5007,3414;5002,25723;
11:8:24:619;0;3600;-55;-0,00;0,00;0,00;5003,90084;4997,0459;5007,3308;5002,25344;
11:8:25:621;0;3600;-55;-0,00;0,00;0,00;5003,90215;4997,04328;5007,33112;5002,24914;
11:8:26:639;0;3600;-55;-0,00;0,00;0,00;5003,88938;4997,0561;5007,33574;5002,25475;
11:8:27:655;0;3600;-55;-0,00;0,00;0,00;5003,89752;4997,03749;5007,33734;5002,25395;
11:8:28:657;0;3600;-55;-0,00;0,00;0,00;5003,88636;4997,04854;5007,341;5002,25746;
11:8:29:689;0;3600;-55;-0,00;0,00;0,00;5003,88417;4997,03767;5007,34241;5002,25714;
11:8:30:659;0;3600;-55;-0,00;0,00;0,00;5003,89747;4997,05289;5007,33811;5002,25909;
11:8:31:707;0;3600;-55;-0,00;0,00;0,00;5003,89258;4997,04267;5007,34026;5002,25827;
11:8:32:724;0;3600;-55;-0,00;0,00;0,00;5003,89504;4997,03725;5007,3311;5002,25795;
11:8:33:741;0;3600;-55;-0,00;0,00;0,00;5003,89686;4997,04641;5007,32307;5002,25857;
11:8:34:746;0;3600;-55;-0,00;0,00;0,00;5003,89822;4997,04241;5007,32125;5002,25316;
11:8:35:763;0;3600;-55;-0,00;0,00;0,00;5003,88606;4997,04362;5007,32916;5002,25205;
11:8:36:778;0;3600;-55;-0,00;0,00;0,00;5003,89546;4997,0408;5007,33433;5002,26531;
11:8:37:795;0;3600;-55;-0,00;0,00;0,00;5003,88984;4997,04721;5007,33665;5002,25897;
11:8:38:815;0;3600;-55;-0,00;0,00;0,00;5003,89192;4997,05587;5007,33489;5002,26202;
11:8:39:816;0;3600;-55;-0,00;0,00;0,00;5003,89584;4997,05062;5007,33857;5002,25875;
11:8:40:816;0;3600;-55;-0,00;0,00;0,00;5003,90914;4997,04033;5007,3307;5002,25837;
11:8:41:848;0;3600;-55;-0,00;0,00;0,00;5003,88746;4997,03677;5007,33008;5002,25897;
11:8:42:866;0;3600;-55;-0,00;0,00;0,00;5003,89404;4997,03429;5007,33737;5002,2598;
11:8:43:884;0;3600;-55;-0,00;0,00;0,00;5003,89425;4997,03565;5007,33226;5002,26003;
11:8:44:900;0;3600;-55;-0,00;0,00;0,00;5003,89246;4997,02657;5007,33164;5002,25886;
11:8:45:904;0;3600;-55;-0,00;0,00;0,00;5003,89066;4997,03497;5007,33083;5002,25948;
11:8:46:921;0;3600;-55;-0,00;0,00;0,00;5003,89653;4997,02926;5007,32907;5002,26626;
11:8:47:938;0;3600;-55;-0,00;0,00;0,00;5003,89489;4997,03863;5007,33479;5002,25961;
11:8:48:960;0;3600;-55;-0,00;0,00;0,00;5003,89416;4997,04852;5007,32744;5002,263;
11:8:49:955;0;3600;-55;-0,00;0,00;0,00;5003,89504;4997,04358;5007,3299;5002,26105;
11:8:50:972;0;3600;-55;-0,00;0,00;0,00;5003,91311;4997,04538;5007,32548;5002,25334;
11:8:51:991;0;3600;-55;-0,00;0,00;0,00;5003,90569;4997,04756;5007,33238;5002,26021;
11:8:52:990;0;3600;-55;-0,00;0,00;0,00;5003,89964;4997,03197;5007,33492;5002,255;
11:8:54:8;0;3600;-55;-0,00;0,00;0,00;5003,90445;4997,03351;5007,33749;5002,25224;
11:8:55:10;0;3600;-55;-0,00;0,00;0,00;5003,89854;4997,04056;5007,32962;5002,25675;
11:8:56:42;0;3600;-55;-0,00;0,00;0,00;5003,89405;4997,04762;5007,32725;5002,25756;
11:8:57:44;0;3600;-55;-0,00;0,00;0,00;5003,89858;4997,04994;5007,32327;5002,25945;
11:8:58:61;0;3600;-55;-0,00;0,00;0,00;5003,89859;4997,04476;5007,33504;5002,26007;
11:8:59:81;0;3600;-55;-0,00;0,00;0,00;5003,90517;4997,03893;5007,32401;5002,26708;
11:9:0:96;0;3600;-55;-0,00;0,00;0,00;5003,90362;4997,04645;5007,33618;5002,26165;
11:9:1:98;0;3600;-55;-0,00;0,00;0,00;5003,91138;4997,05397;5007,33646;5002,26085;
11:9:2:129;0;3600;-55;-0,00;0,00;0,00;5003,90434;4997,0502;5007,33982;5002,25042;
11:9:3:146;0;3600;-55;-0,00;0,00;0,00;5003,91177;4997,03554;5007,34102;5002,26069;
11:9:4:148;0;3600;-55;-0,00;0,00;0,00;5003,8946;4997,0366;5007,33963;5002,25516;
11:9:5:151;0;3600;-55;-0,00;0,00;0,00;5003,90587;4997,03347;5007,34066;5002,25954;
11:9:6:183;0;3600;-55;-0,00;0,00;0,00;5003,8963;4997,04562;5007,33454;5002,25718;
11:9:7:184;0;3600;-55;-0,00;0,00;0,00;5003,90007;4997,04519;5007,33006;5002,26761;
11:9:8:217;0;3600;-55;-0,00;0,00;0,00;5003,89684;4997,04362;5007,33496;5002,26876;
11:9:9:219;0;3600;-55;-0,00;0,00;0,00;5003,89466;4997,06466;5007,33566;5002,25834;
11:9:10:240;0;3600;-55;-0,00;0,00;0,00;5003,90263;4997,04862;5007,33621;5002,26001;
11:9:11:254;0;3600;-55;-0,00;0,00;0,00;5003,90156;4997,04723;5007,34488;5002,25827;
11:9:12:270;0;3600;-55;-0,00;0,00;0,00;5003,90484;4997,04486;5007,34259;5002,26009;
11:9:13:272;0;3600;-55;-0,00;0,00;0,00;5003,90078;4997,04966;5007,34274;5002,2628;
11:9:14:274;0;3600;-55;-0,00;0,00;0,00;5003,89636;4997,03996;5007,33874;5002,2636;
11:9:15:276;0;3600;-55;-0,00;0,00;0,00;5003,9001;4997,04668;5007,33836;5002,26425;
11:9:16:292;0;3600;-55;-0,00;0,00;0,00;5003,90608;4997,04354;5007,33602;5002,26303;
11:9:17:326;0;3600;-55;-0,00;0,00;0,00;5003,89886;4997,05131;5007,33631;5002,25756;
11:9:18:342;0;3600;-55;-0,00;0,00;0,00;5003,90279;4997,04477;5007,33715;5002,25542;
11:9:19:359;0;3600;-55;-0,00;0,00;0,00;5003,90591;4997,046;5007,33841;5002,25583;
11:9:20:362;0;3600;-55;-0,00;0,00;0,00;5003,8953;4997,05189;5007,33319;5002,26299;
11:9:21:363;0;3600;-55;-0,00;0,00;0,00;5003,90814;4997,04757;5007,33606;5002,25869;
11:9:22:379;0;3600;-55;-0,00;0,00;0,00;5003,89965;4997,03867;5007,34405;5002,25634;
11:9:23:434;0;3600;-55;-0,00;0,00;0,00;5003,90678;4997,05339;5007,33758;5002,25957;
11:9:24:479;0;3600;-55;-0,00;0,00;0,00;5003,90588;4997,0445;5007,33603;5002,25713;
11:9:25:416;0;3600;-55;-0,00;0,00;0,00;5003,89879;4997,04513;5007,33595;5002,25967;
11:9:26:449;0;3600;-55;-0,00;0,00;0,00;5003,88999;4997,05889;5007,33685;5002,25535;
11:9:27:451;0;3600;-55;-0,00;0,00;0,00;5003,88823;4997,05234;5007,33094;5002,25487;
11:9:28:483;0;3600;-55;-0,00;0,00;0,00;5003,89344;4997,04065;5007,33329;5002,25284;
11:9:29:484;0;3600;-55;-0,00;0,00;0,00;5003,89483;4997,05481;5007,3347;5002,25702;
11:9:30:518;0;3600;-55;-0,00;0,00;0,00;5003,89742;4997,04539;5007,33625;5002,25871;
11:9:31:551;0;3600;-55;-0,00;0,00;0,00;5003,90344;4997,04584;5007,33654;5002,26105;
11:9:32:536;0;3600;-55;-0,00;0,00;0,00;5003,89527;4997,04347;5007,33823;5002,26062;
11:9:33:553;0;3600;-55;-0,00;0,00;0,00;5003,89456;4997,04653;5007,34581;5002,25859;
11:9:34:619;0;3600;-55;-0,00;0,00;0,00;5003,90465;4997,04287;5007,34326;5002,25982;
11:9:35:592;0;3600;-55;-0,00;0,00;0,00;5003,89689;4997,04399;5007,33999;5002,24944;
11:9:36:592;0;3600;-55;-0,00;0,00;0,00;5003,89748;4997,05404;5007,3364;5002,25188;
11:9:37:592;0;3600;-55;-0,00;0,00;0,00;5003,89193;4997,04359;5007,34009;5002,25636;
11:9:38:625;0;3600;-55;-0,00;0,00;0,00;5003,90507;4997,05168;5007,33629;5002,25537;
11:9:39:642;0;3600;-55;-0,00;0,00;0,00;5003,89842;4997,04458;5007,33633;5002,26037;
11:9:40:660;0;3600;-55;-0,00;0,00;0,00;5003,89627;4997,0478;5007,34055;5002,25439;
11:9:41:677;0;3600;-55;-0,00;0,00;0,00;5003,9034;4997,04184;5007,33757;5002,24796;
11:9:42:678;0;3600;-55;-0,00;0,00;0,00;5003,90911;4997,03941;5007,33737;5002,253;
